date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:46:18	1547632/1547632	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Aug%202026%2017:16:20%20GMT	https://www.shopify.com/editions/winter2025	C:/My%20Web%20Sites/shopify/www.shopify.com/editions/winter2025.html	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:18	3002/3002	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/620a0d8735da4d97b040b1cd98693898.thumbnail.0000000000.jpg?v=1765339098&width=100&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/620a0d8735da4d97b040b1cd98693898.thumbnail.00000000006242.jpg	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:18	3855/3855	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2015:30:00%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/apps-bg-image.png?v=1763934791&width=100&height=43&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/apps-bg-imaged2e2.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:18	296681/296681	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/Rectangle_240654805.png?v=1763642972	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/Rectangle_240654805c622.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:18	11173/11173	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Aug%202026%2006:41:47%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/default_abdd996f-1b4e-44a5-bfcc-8addca857894.png?v=1765164459&width=100&height=98&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/default_abdd996f-1b4e-44a5-bfcc-8addca8578949190.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:19	15105/15105	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Aug%202026%2017:16:22%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/en_4608c98d-d4f7-4d35-8b94-e83258e20e54.png?v=1765309078&width=100&height=83&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/en_4608c98d-d4f7-4d35-8b94-e83258e20e54abec.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:19	14378/14378	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/default_ee658e76-0d9b-46c9-b479-5baab424fb97.png?v=1765164617&width=100&height=88&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/default_ee658e76-0d9b-46c9-b479-5baab424fb97ec18.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:19	24378/24378	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Aug%202026%2017:16:22%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/en_3a493a1f-2575-43b6-9e6e-22033556b139.png?v=1765309833&width=100&height=173&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/en_3a493a1f-2575-43b6-9e6e-22033556b139758b.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:19	16233/16233	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Aug%202026%2017:30:21%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji3.png?v=1764108967&width=80	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji34b64.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:20	12643/12643	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji6.png?v=1764108966&width=80	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji639a9.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:20	10774/10774	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji2.png?v=1764108966&width=80	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji239a9.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:20	15127/15127	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji1.png?v=1764108966&width=80	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji139a9.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:20	15966/15966	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji5.png?v=1764108966&width=80	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji539a9.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:21	15696/15696	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji4.png?v=1764108966&width=80	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji439a9.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:21	10559/10559	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji7.png?v=1764108966&width=80	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/emoji739a9.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:21	1476/1476	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/ren-anton.png?v=1765166301&width=16&height=16&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/ren-anton218f.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:21	15823/15823	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/en_a158fbbf-7e97-4014-9008-9eb7a719f84a.png?v=1765311013&width=100&height=78&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/en_a158fbbf-7e97-4014-9008-9eb7a719f84abd8b.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:22	11370/11370	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/default_be7aaa86-31c5-433d-aae2-5b361372ccc6.png?v=1765310847&width=100&height=64&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/default_be7aaa86-31c5-433d-aae2-5b361372ccc6b9fb.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:22	2007/2007	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/5aa1f17e22044052af94fde4bb1d052c.thumbnail.0000000000.jpg?v=1765338996&width=100&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/5aa1f17e22044052af94fde4bb1d052c.thumbnail.0000000000c109.jpg	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:22	8553/8553	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-B1.png?v=1762365507&width=100&height=67&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-B1ef82.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:22	8336/8336	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U37_Integrated_theme_editor.png?v=1765297197&width=100&height=74&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U37_Integrated_theme_editorfc18.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:22	15803/15803	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-3.png?v=1762367060&width=100&height=67&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-3ecc1.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:23	21209/21209	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:13%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U47_Theme_index_on_mobile.png?v=1762380331&width=100&height=173&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U47_Theme_index_on_mobileaec7.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:23	9421/9421	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-Y.png?v=1762366719&width=100&height=67&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-Y64fb.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:23	11881/11881	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U230_Wordpress.png?v=1765139225&width=100&height=116&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U230_Wordpress123b.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:23	24622/24622	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2007:20:31%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/texture-src-90.jpg	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/texture-src-90.jpg	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:24	2436/2436	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/0dfe781a187d48cfa581ed2b1ad6a5ed.thumbnail.0000000000.jpg?v=1765339266&width=100&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/0dfe781a187d48cfa581ed2b1ad6a5ed.thumbnail.0000000000afda.jpg	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:24	8098/8098	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-G.png?v=1761951092&width=100&height=67&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-G1fc3.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:24	5461/5461	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U254_Scanner_support.png?v=1765339280&width=100&height=78&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U254_Scanner_supporte0f0.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:24	8581/8581	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:13%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U49_Sell_subscriptions_POS.png?v=1765380241&width=100&height=77&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U49_Sell_subscriptions_POS246e.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:25	19775/19775	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U53_Quick_count_POS_extension.png?v=1764032681&width=100&height=158&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U53_Quick_count_POS_extension484b.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:25	8163/8163	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Aug%202026%2017:16:28%20GMT	https://cdn.shopify.com/b/shopify-brochure2-assets/6f0d7e6128d962253121b3aec1527854.png?width=100&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/b/shopify-brochure2-assets/6f0d7e6128d962253121b3aec1527854b5bb.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:25	18595/18595	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/flowerbg-2.png?v=1760937117&width=100&height=75&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/flowerbg-29a36.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:25	31044/31044	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U62_Uber_Direct_POS_local.png?v=1764806213&width=100&height=158&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U62_Uber_Direct_POS_local0a97.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:26	2722/2722	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/2ace8284aebc4d22901886b2323bb20d.thumbnail.0000000000.jpg?v=1765339222&width=100&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/preview_images/2ace8284aebc4d22901886b2323bb20d.thumbnail.0000000000ada5.jpg	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:26	13708/13708	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Aug%202026%2017:33:47%20GMT	https://cdn.shopify.com/b/shopify-brochure2-assets/228361bfc05b3d2c5260a542aa8c61c6.png?width=100&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/b/shopify-brochure2-assets/228361bfc05b3d2c5260a542aa8c61c6b5bb.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:26	8821/8821	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:13%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-R.png?v=1761935402&width=100&height=67&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-Rf69d.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:26	14859/14859	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Aug%202026%2017:34:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U105_Shopify_Email_SMS_marketing.png?v=1764621466&width=100&height=96&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U105_Shopify_Email_SMS_marketinge85d.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:27	10131/10131	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U109_Forms_translations.png?v=1764622031&width=100&height=73&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U109_Forms_translationsda62.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:27	8146/8146	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:12%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-B2.png?v=1762366299&width=100&height=67&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/BG-B26807.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
22:46:27	6207/6207	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202026%2007:23:13%20GMT	https://cdn.shopify.com/s/files/1/0951/3130/4218/files/U98_Search_and_filter_segmentation_templates.png?v=1764787420&width=100&height=59&crop=center	C:/My%20Web%20Sites/shopify/cdn.shopify.com/s/files/1/0951/3130/4218/files/U98_Search_and_filter_segmentation_templatesfaeb.png	(from https://www.shopify.com/editions/winter2026?utm_source=newsroom&utm_medium=newsroom&utm_campaign=winter26edition-launch_Q425BACADO&utm_content=merchantnewsroom-en-US-v1)
